6190   54
2758   79
1998   85
6145   72
2174   84
4704   71
2063  100
5709   82
3856   84
2487   80
2581   92
4930   70
1023   65
5629   51
2681   84
5728   77
4287   64
2108  100
6727   55
1254   76
3655   85
2668   89
3811   61
6927   68
4512   79
1918   85
5479   88
2779   76
5639   98
5704   89
2146   83
5738   86
2587   68
3549   75
2508   88
2056   86
1634   77
5573   70
6094   59
6175   85
4881   83
5315   95
1973  100
3227   90
4791   61
1065   62
6180   76
5846   92
3257   62
1030   63
1331   90
3268   72
3736   86
5612   85
6131   72
2471   74
3920   62
4945   92
5223   81
2945   71
6492   66
2237   93
2166   84
1554   72
1531   88
3813  100
6486   83
2371   94
6039   61
3823   75
6803  100
6684   82
5850   91
1919  100
2863   96
2982   72
4514   55
4615   94
5727   57
3388   55
1495   97
4973   90
4544   97
5333   35
2203  100
4197   67
3895   97
5755   82
4172   88
4670   79
3777   87
6151   82
4891  100
6751   74
1659   67
4803   71
5660   86
1493   89
3500   83
4322  100
3612   95
6815   74
1985   82
3067   48
6164   68
3738   77
3503   90
4683   66
1135   58
6244   59
2455   94
5836   79
5943   61
2739   70
1861   88
2197   73
5831   67
4474   79
5251   78
2298   87
1701   70
2202   72
1676   52
6886   65
5540   54
2738   80
3424   81
2671   78
4511   62
4449   75
5546   70
1080   89
1785   78
1102   46
1902   88
5462   81
1476  100
3521   80
2541   84
3939   79
2450   75
4410   79
1910   88
4567   66
2151  100
1852   83
3206   82
3513   67
3260   82
2232   87
6903   96
6340   66
4446   98
5283   88
5168   71
1818   88
1678   65
3673   60
5910   83
5032   85
3162   81
2253   73
1194   69
5115   93
1057   80
3651   74
3519   92
5187   84
3502   75
6420   75
5407   93
3039   89
5776   75
4980   91
5291   52
5275   75
6517   68
1721  100
1833   60
6437   70
2050   95
4565   83
4209   85
1708   67
3021   75
2986   77
4389   63
1033   57
6134   94
2901   71
3998  100
1096   65
6360   67
3647   84
4466   90
4143   63
5366   66
3427   79
2702   49
5385   71
4747   66
2356   95
2191   67
6080   85
2927  100
1358   73
1064  100
3242   65
5628   63
3475  100
4584   94
2125   63
4702   90
2857  100
1214   77
1650   96
3152   70
2414   77
2760   64
6680   88
1509   57
5739   82
5767   92
4598   88
3543   91
3123   56
6792   76
2980   83
1526  100
5365   71
2234   92
4967   84
4136   84
5200   97
4956   88
6045   66
1377   88
6672   84
6748   90
1374  100
6480   60
1190   84
3434   50
4714   91
6757   93
6183   67
1400   73
4100   50
2800   61
2699   87
5231   69
3817   80
5653   89
2458   55
4296   80
1968   74
4536   86
6407   79
2385   61
4273   70
2724   88
3765   90
2642   81
4086   73
4848   81
6147   76
5361   88
5459   77
1938   50
4495   70
2560   67
4219   88
4957   90
2662   78
2568   92
5340  100
3985   59
5426   80
1875   67
6253   87
4093   71
2934   79
3775   99
5959   85
2092   83
3367   75
5928   75
6006   57
5556   82
6003   67
5299   97
6780   90
1081   75
2941  100
2033  100
4673   91
1162   63
3737   63
4755   77
6246   99
2881   62
5713   85
3884   82
3404   54
1066   61
5505   72
2759   79
2259   83
3598   74
6916   62
5269   79
6746   86
2201   77
6569  100
5107   78
1141   81
2384  100
4622   80
2799   64
1381  100
5720  100
3501   92
6196  100
1544   55
2370   49
3871   91
1742   90
5619   75
6617   90
1070   72
5370  100
5060   70
1293   89
6128   91
5887   61
4390   75
2549   91
3565  100
3618   92
1984   67
1821  100
6179   73
4716   52
5853   65
1562  100
1578   91
2729   82
2148   91
6804   85
2842   87
5875   79
4982   71
1622  100
5908   94
5175   60
4572   86
5867   86
3971   74
6028   71
2394   59
2101   88
1530   75
1442   86
2093   60
5205   92
1463   68
3845   99
6207  100
6911   87
6369   78
2363   75
2858   90
5360   86
6399   96
3129   86
3556   84
2489   80
5133   66
1110   96
1976   79
4226   69
3613   75
6274   72
4490   85
6192   75
1332   76
6250   72
2416   50
5331   65
1215   70
6206   95
6834   91
3433   54
3357   96
5840   64
5321   90
3914   77
4180   58
4374   59
4127   94
5902   81
2263   97
6846   90
4443   71
1326   91
3853   71
5643   87
5076   59
4616  100
3391   77
2391   62
3812   80
6506   56
6824   81
5833   76
6818   89
1988   96
4639   68
2270   41
2564   92
5249   67
1787  100
5027   54
3642   86
3622   71
4516   66
1389   72
3706   75
5439   72
4821   95
4928   96
4532   82
2640   68
4325   80
5657   73
5514   67
2556   64
5805   71
5156   55
3790   84
2646   68
4227   73
4713   63
5940   72
4805   91
5195   89
6690   71
6703   76
1115   75
3082  100
6665   93
3298   83
6956   64
2506   65
5050   72
3799   75
6654   96
4363   61
3445   75
1315   57
2895   95
2995   84
3313   84
6634   92
1670   73
1804   77
3959  100
2973   31
2113   47
4656   49
3055  100
1157   77
4494   75
1996   46
3531   65
6354   91
2443   80
6592   63
6548   95
3869   57
5806   59
4728   90
2316   71
1646   82
1512   67
4787   77
3756   87
3824   66
2611   84
3435   84
4545   93
2696   95
3964   72
1990  100
5305   89
6624   66
3225   66
5769   84
4007   77
1369  100
3355   77
4321   81
3533   94
1610   88
4844   95
5243   69
2442   82
4062  100
5072   72
2482   74
5756   66
1965   70
2130  100
3646   87
3183  100
3623  100
5771   99
2757   74
1337   66
3150  100
1794   91
6310   82
4985   82
2917   81
2303   93
4530   87
4768   78
4533   53
6105   74
4552   65
2975   69
6698   64
5429   92
6382  100
4408  100
6707   98
4468   77
1212   77
4451   72
3113   67
1181   60
3495  100
1558   76
4594   82
4909   64
6092   77
4679   80
1641  100
5651   75
2710   85
1679  100
6756   75
1376   48
5929   64
5003   77
3308   98
4337   73
1158   77
4361   67
1250  100
6689   65
2944   73
6861  100
1540   56
1749   66
3520   61
6593   84
3874   78
6940   73
1338   76
5521   86
5441   79
4327   78
1764   78
6153   86
2805   75
1334  100
3636  100
2034   81
4430   97
6701   93
6097   67
6837   72
2119   72
2524  100
5798  100
3994   89
5970   66
1010   69
4734   98
4570  100
4855   50
2874  100
1386   93
3402   83
6674   90
2123   92
2870   96
1607   67
6142   73
3044   92
5329   73
2762   75
2782   84
2588   94
5662   95
4798   65
1175   68
1865   72
3467   65
5444   70
1365   52
4324   78
1056   87
1480   53
1948   75
2389   85
4187   94
4104   77
1321   94
6896   88
6798   80
6561   57
6210   75
5494   89
3356   77
4781   89
6591   71
5632   87
1189   84
2036   59
6078   72
5695   71
3144   92
1734   66
3784   72
5421   78
4463   84
2012   90
4132   76
6508   65
2703   83
6691   91
6590   77
1371   66
3780   93
6341  100
3955   73
4335  100
5476  100
2332   82
2245   99
6376   69
2000   71
3464   89
3719   85
1541   49
3208   88
4376   76
5952   93
3849   78
4293   89
1503   83
5536   82
5563   79
2171   72
5949   87
6221   60
1888   80
3942   81
3486   74
3807   73
3757   87
1160   50
6914   79
5948   73
2677   90
2495   68
1639   80
5209  100
4078   79
6136   42
1435   72
3678  100
2060   84
2014   64
3638   64
4225   60
6352   72
3265  100
5323   75
5977   79
6625   89
5627   79
4156   73
6040   82
5570   56
6377   62
5878   78
4720   82
2228   71
2990   88
4098   98
1071   89
4198   81
2561   66
2716   75
4057   81
3146   76
3400   73
5078   94
6269   64
6710   77
6572  100
2872   77
4129   75
1402   88
4208  100
5794   73
3448   72
2931  100
4169   81
2610   73
3492  100
4231   59
5768  100
3370   68
2823   79
3566   86
6718   65
6124   88
5512   83
1829   91
4444   66
3397   57
3399   74
1196   68
4460   91
5081   67
4889   91
3070   81
3693   82
2816   97
6931   83
5989   73
1911   89
4260   83
2283   64
3734   81
2942   68
4368   63
5445   88
1421   59
5448   87
3680   76
4811   83
3193   71
4522   88
4610   97
1621   61
6406   80
3381   69
6504   81
2533   87
6254   96
1276   62
3872   89
3274   88
1756  100
5083   65
1460   83
1574   95
1086   78
5386   59
2379   82
4252   71
1590   73
2862   77
5245  100
3116   61
6791   85
3197   77
4230   63
5812   83
5443   83
3960   70
1059   72
3544   87
6467  100
2565   66
6323   60
4148   78
3932   50
3742   70
5708   93
4856   84
4232   93
5373   94
5371   82
5543   74
1192   70
4647   93
6036   83
2843   68
4351  100
1307   84
6580   60
6193   84
5077   72
4961   58
1870   85
3836   93
5498   91
4316   86
6817   93
5645   88
4431   52
1108   75
5155   81
2953  100
3248   57
5748   79
3363   72
3859   92
2436  100
3074   97
1008  100
4694   98
4872   89
4423   59
5722   75
2735   93
2697   81
5465   60
5614   61
1213   89
4708  100
6491   56
6734   62
2372   87
4914   66
2205   80
3291   64
2562   53
1883   60
1104   91
6436   69
5244   66
1094   76
4417   71
1285   83
6810   95
5921  100
1899   55
1249   71
4969   55
1487   57
4550   73
4370   82
6361   87
2818   43
2558  100
1637   76
3041   93
6057   83
4962   72
1348   54
1844   91
5353   49
2853   68
5074   45
1568   70
1571   58
2268   60
6177   81
2543   54
2037   97
3911  100
5691   80
4860   61
6090   91
5723   73
6000   91
1397   80
2265   98
4774   85
2128  100
5818   83
3891  100
5264   71
6608   81
3327   85
4138  100
3860   80
3202   85
5599   78
4113   57
6611   84
1636   63
2830   59
5874   96
5507   82
1729  100
1951   96
6872  100
3660   71
5328   88
6786   68
2766   92
5311   87
5103   84
2607  100
5516   79
3315   90
1260   93
6755   92
4216  100
2309   59
2284   95
5473   96
1599   70
2457  100
6693   64
2368   75
3062   68
6398   85
4301   95
4153   68
1496   93
4528   82
4752  100
3121   68
2242  100
1117   74
3527  100
5159   70
4050   97
5170   77
6224   75
4838   92
1766   93
2603   77
6658   68
3294   82
1317   67
5157   76
2972   69
1349   68
6766   68
4690   69
1700   68
4214   80
1520   88
6550   76
6148  100
2514   67
6544   76
4793   51
5184   79
3536   89
6234   97
6252   65
5402   79
5098   74
2219   98
4836   70
4912   91
5782   85
1126   66
1987   81
3466   75
5911   98
6526   81
3754   88
1169   68
6498   54
1310  100
3220   74
1913   81
4555   89
3632   81
6595   83
1810   77
1078   59
6679  100
5139   96
6627   56
2055   68
4828  100
4414   86
4145   79
1072  100
5190   73
6451   78
3481   76
1147   73
5337   83
2301   98
4084  100
3230   44
4249  100
2599   74
5482   49
3702   88
2194   71
3326   79
2431   54
5574   96
2296   99
4055   73
6138   78
2432   74
4655   87
1871  100
4756   82
3594   75
2481   50
5990   82
6087   84
2540   89
4815   91
6585   68
6865   58
4865   64
5606   88
2073   70
6174   98
2768  100
5454   79
4626   89
2734   85
6442   65
4908   80
2635   81
1546   72
4063   90
4396   80
6001   97
1732   44
2185   73
2308   83
6882   73
6852   82
3137   57
1982   69
6337   80
1061   76
1459   68
6887   94
3442   92
4650   76
6108   79
4250   77
1932   63
5920   90
4311  100
6031   99
1428   84
6781   78
5796   72
4902   95
2330   49
4107   79
1654   82
2723   68
4359   78
6807   80
1128   73
6677   90
5532   77
1604   86
3841   87
3721   83
4202   94
4998   77
4452   64
2369   99
2277   91
6825   63
5668   90
4648   87
2288   56
2351   48
6371   96
5142   84
3515  100
1018   70
1682  100
3524   66
6314   81
4772   83
1799   78
4599   69
2141  100
3714   72
3332   92
1653   77
2594   63
1555   80
2554   83
1515   92
5314   99
1040   57
6760   89
4526   82
4850   85
6119   94
2700   83
5242   75
6717   47
1155   71
6379   93
4574   73
4517   87
3704   82
1404   77
6618   69
6505   71
3455   73
4553   71
4077   84
4722   56
4583   71
4992   55
4783  100
1399   57
4221   49
2993   77
5605   80
2189   88
4233   76
3022   97
6048  100
1062   74
6668   80
3138   91
6348   38
1751   91
6963   93
6233   80
1073   61
1826   61
2198   86
3056   76
4604   64
2859   85
5202   90
4816   85
6754  100
6013   69
1179   86
6937   76
2058   60
3675   89
4203   52
3983   77
1770   81
3591   78
5428   62
4754   80
2720   80
3903   77
3414   57
5351   94
2693  100
4972  100
2905   57
4824   71
5356   93
6713  100
2928  100
6170   81
4218   88
2727  100
5234   60
2591  100
5425   99
3776   71
5384   56
5702   68
1915   77
5500   73
3081   63
1173   63
2464   99
1277   72
5267   48
1486  100
1291   71
5149   77
2676   80
6667   94
4964   67
2214   67
3551   96
6042   87
1174   86
5999   84
4137   85
3297   89
5186   99
4847   87
2423   91
4479   72
3662   88
2175   78
1702   73
2473   71
1640   81
2340   66
1625   71
4070   82
2235   89
6651   96
4481   66
6720   75
4348   73
3444   68
6214   85
6023   80
2463  100
3733   77
1753   85
6639   90
2117   53
1505   79
5799   85
4948   67
4108   96
3261   73
6838   74
4354   77
3470   81
2747   89
1684   55
2057   72
1241   78
4154   63
1268   67
6367   68
3281   99
3958   68
2048   64
4726   91
1127   71
3588   68
3458  100
5085  100
6762   89
1793   54
2200   75
5489   70
5915   66
5182  100
2708   84
5621   81
4832   55
5026   80
6391   81
6827  100
5877   60
1692   78
5106   79
6621   65
2080  100
3272   75
4122   76
4646   91
2636   92
6121   62
6336   95
4893   74
1207   92
3529  100
4719   74
1576   83
2434   71
5478   64
4091   68
1885   84
6043  100
3096   74
6052  100
2920   66
2163   98
3353   84
2572   85
4399   71
3078   70
4397   71
4247  100
1363   65
3103   71
6700   97
1499   72
5615   92
6014   64
2695   72
1489   80
2266   87
2809   59
6643   39
5579   89
3101   92
6520   62
1401   66
2915   76
6656   72
5257   83
5888   86
6942   82
1600   88
3365   71
1714   71
3699   58
2534   96
4634   88
3761   60
6292   44
5743   51
3255   57
3967   67
2850  100
3918   80
1869   82
3454   63
5810   94
3396   59
6095   99
3774   91
6511   71
5359   81
3893  100
4539   67
3778   44
4810   42
5282   68
2498   73
6962   70
6160   85
1841   98
3585   73
2715   71
2365   79
1963   76
3465   77
2052   82
2769   67
3006   58
5499   82
2865   43
5064   90
3821   81
4520   73
1229   71
5222   91
2236   65
3059   81
6294  100
2639   59
2475  100
2529   52
6793   68
1586   60
3189   75
5137   87
3707   71
5779  100
4645   66
4067   67
4299   77
5972   98
5355   91
3172   79
5070   70
3250   93
4101   96
4336   83
3877   77
6165   66
3539   74
3077   80
1545   65
6536   86
6334   90
1824   75
6723   66
3304   69
6655   75
1015   76
5772   59
4326   70
2925   84
6278   88
2294   91
6287   99
4066   67
1091   75
6413   63
6566   96
3218   84
1542   70
6573   99
6427   49
1735  100
5851   78
5279   86
6059   83
2545   89
1643   64
2932   95
3178   90
2067   62
4030   66
3908   86
3816   81
4061   82
6091  100
3234   95
6521   79
1523   61
5411   95
5966   49
1284   83
1183   71
3681  100
3690   72
5278  100
3751   84
3643   99
5905   97
2192   87
3899   79
6285   72
2341   91
6219   62
2714  100
2576   67
1322   91
4261   75
3708   93
4609   98
3031   83
6239   79
1055   53
4131   68
1889   95
3035   99
1165   67
5212   65
6806   94
3207   78
3561   59
5747   93
4069   72
3720   72
4638   61
4346   70
5778   85
6262   64
6100   83
2412   83
3233   79
4682   57
5284   72
1581   91
3819  100
6556  100
5808  100
5752   69
2230   81
5607   95
1123   83
3052  100
4637  100
4701   69
6473   68
5292   51
4163   74
1672   91
2158   94
2131   69
4766   69
4340   81
2401   81
1225   94
3522   57
4999   78
5123  100
6794   80
6162   93
2788   57
2573   83
2383   72
2651   74
4763   87
6424   68
2334   62
2602   88
4560   98
1220   84
3919  100
4806   74
1807   60
6630   89
3979   48
3581   67
2223   53
1830   65
5773   61
4477   86
5835   53
5480   60
5594  100
1760   76
5164   58
6671   86
1687   78
1815   98
6447   71
3792   90
4601   53
4743  100
1380   89
5525   65
2808   64
2803   65
6054   51
2678  100
6299  100
1771   97
5759   49
3460   76
6236   73
1409   86
6777   64
6217   86
1946   67
2814   94
4740   74
4264   84
4334   54
1216   73
1129   70
4871   98
1198   72
5035   81
6083   96
2526   78
4597   77
4253   99
2965  100
4541  100
1464   79
1146   92
1346   90
1367   64
5346   77
4861   86
1351  100
4503   89
1452   91
1156  100
4458   48
1663   73
2388   86
6356   85
5791   82
2704  100
2948   66
3615   89
3461   77
1757   50
4794   92
3990   87
3406   64
6025  100
1964   57
5596   73
1477   78
4939   91
4920   82
6482   73
3320   74
6599   60
5130   71
2044   71
2955   85
5568   89
6796   99
5974   75
4173   97
2755   54
1880   87
2491   66
4383   81
6158   85
3091   77
1288   85
6919  100
4588  100
3249   66
4699   89
2725   68
3610   76
5160   82
6223   72
2660   40
1336   80
5495   57
6370   95
6799   60
2210   65
6772   90
6598   69
3694   86
3952   60
2438   81
5246  100
2314   80
2650   68
6417   96
3098   79
1114  100
1140   87
1413   76
1353   67
6439   45
1750   97
5287  100
3759  100
4983   82
2892   90
1228   68
3153   83
1083   88
4934   97
5895   67
2377   69
5121   77
4703   87
1858   64
1567   70
3054   82
4291   57
6271   80
4054   75
5745   74
1878   97
3797   57
1163   73
5417   89
2811   64
6571   88
2841  100
3398   92
5777   99
4052   91
5320   69
3484   62
4581   76
1746   66
6600   66
5530   86
3770   76
4034   92
6864   88
2940   87
1005  100
1778   45
6457   96
2083   82
3547   92
2906   64
3663   93
4897   77
2852   92
4946  100
3347  100
4748   89
4251   78
6925   90
4504   87
2088   57
5847   86
3658  100
2001   77
2168  100
2247   69
1093   55
4456   89
5092   83
4951   60
1202   87
5347   94
1755   80
5595   70
4366   64
6449   66
4543   91
4179   97
1490   88
2510   85
1180   94
3476   80
1601   69
3264   66
2786   82
4047   61
2512   76
2087   95
4195   85
6955   61
4979   64
6895   72
4758   67
2190   67
5063   69
6034   76
5814   97
6948   91
5378   76
3709   78
1694   96
2530   82
1013   81
1393   96
1262   56
4385   84
5044   72
2039   91
6109   98
1849   73
1559   56
4438   63
1079   58
3119  100
5622   84
1623   71
6558   65
6768   70
5126   85
3609   88
6258   74
4471   99
4981   74
1594   77
6154   72
1335   81
1615   94
1253   92
1265  100
6293   80
3338   83
2081   57
3740   53
3624   68
6725   80
2317  100
1786   61
2914   48
1705   94
1296  100
3390   71
2839   73
2212   77
4120   91
6171   74
1863   83
4894   79
5228   75
4177   91
2466   67
2430   84
5484   65
5714   66
3132   83
3236   57
4018   92
4039   95
1593   77
5857  100
5250   86
4174   82
2783   62
4276   71
5950   93
1926   73
3358   62
5254   69
4220   71
3943   88
3574   76
1522   83
4271   73
5690   57
3387   79
5369   66
3758   82
2787   91
2061   99
1482  100
4523   78
4102  100
5624   79
6324   76
6535   99
4212   94
4362   90
1898   84
1726  100
3528   84
3270  100
3339   67
5839   71
6204   90
3426   88
3744   64
1049   50
5401   46
1301   84
4573   75
2295   86
5276   86
4386   92
3834   67
1340   97
3590   61
6699   75
4274   68
2111   54
6859   67
6282   76
4167   65
5300   99
6106   56
5066   74
6077   49
3641   72
1454   76
4700   88
5918   75
5994   99
4506   71
1947   88
1847   80
2497   94
2437   98
3973   93
4693   92
3147   68
3664   79
2220   88
2408   63
1788   65
5110   69
6763   71
1423   61
4464   61
2399   59
5858  100
5586   67
4317   48
6876   71
5393   83
6915   85
5807   98
2367  100
5145   82
2182   50
3861   75
6829  100
2387   83
3277   66
6107   38
3239   47
2004   65
4529   87
5492   68
6856   96
1159   72
3631   82
6297   71
4065   75
3552   92
1548   77
1387   79
1333   95
3306   94
4949   91
4880   74
1176   39
4004   91
4435   91
4831  100
6775   87
2211   80
5832   86
1360   85
3300   89
4899   77
2682   65
5463   75
1171   84
2249   81
6466   62
1730   70
5944   62
3898   71
4223   73
6422   55
1239   87
1737   93
1699   72
5513   96
3149   91
4636   72
3314   80
2571   54
6114   64
5826   73
2002   69
2407   68
1279   76
4518   84
3345   70
6901   51
4484   82
4341   82
3789   69
5535   66
6584   74
1975   69
1800   71
2086   93
4540   58
6609   76
5883   81
2454   99
6290   52
6728   85
4095   80
2570   88
1589   85
3788   57
6120   75
1294   82
3071   81
2868   91
4812   84
2403   75
4738   99
4834   98
2801   72
4640   81
3526   46
4852   93
6038   47
3924   86
2138   93
6364   71
5408   95
2522   82
1887   80
6809   73
3311   85
1395   68
1779   91
5873   61
6002   73
6647   86
4248   75
1806   99
5248   66
3881   67
5578  100
5634  100
1150   99
6448  100
2323   70
5725   88
5600  100
5404   69
2049   78
2527  100
6133   70
4133   64
1403   82
2188   73
5787   72
1536   84
1781   88
5274   90
1853   96
3676   89
2547   88
3727   68
5567   82
4671   79
4275   85
4000   67
3490   71
3940   99
3111   77
5382  100
2742   80
6575   80
3541   68
6549   75
4689   84
6295   67
5056   64
6474   85
1500   92
1696   96
3897   94
5201   95
4643   68
4042  100
2907   75
5399   93
6195   90
5161   70
4548   80
1939   88
1805   70
3668   78
4099   88
2085   84
5733   95
3245   82
2903   81
1113   90
4874   56
4633   68
6209   62
1366   73
1017   88
5732   87
3545   69
3209   72
2071   75
1553   83
4674   79
4094   98
5362   97
6056   97
5790   75
2011   70
6485   59
3517   98
5109   55
4618   79
6950   73
6507   73
6378   75
5086  100
3843  100
6468   79
6822   75
4267   96
4966   91
3750   88
2145   89
1588  100
1087   87
1556   88
2878   63
4736   86
6390   87
2054   79
2633   64
3410   81
4780  100
1813   80
6140   64
4401   94
5697  100
2711   75
5389   95
1219   78
2015   91
3980   60
6554   66
6857   76
4551   67
2311   59
5539   89
6089   64
3135   74
4290   80
6411   96
2670   79
1314  100
6419   74
4750   84
4887   79
3794   72
5640  100
4329   62
6845   87
6928   85
6941   92
6912   85
2134   86
6227  100
5295   59
4585   89
2764   66
3318   91
6273   74
6241   68
3090   88
4012   68
5575   67
3587   83
2597   79
5317   63
3058   70
5588   82
4654   71
3755   69
4152   64
4561   77
2352   63
5762   87
1209   74
4350   79
3170   51
2807   64
3459   71
1836   83
5096   99
6317   81
3562   90
2552   73
4666   80
4422   74
6683   85
4614   47
5339  100
3362   82
4188  100
1955   62
1424   93
5868   78
6409  100
5270   74
6471   90
1022   53
6139   84
6415  100
4886   89
2834   95
2690   74
4079   79
5934  100
4369   82
1893   87
5992   87
6185   79
6368   81
6623   45
3684   59
1972   95
3380   68
3368   71
1816   82
6465   65
3033   80
5286   54
3838   61
2795   83
5475   93
5252   96
4868  100
2439   92
1286   70
5216  100
2580   69
3644   82
1671   82
1850   76
2448   94
1100   86
1255   89
5372   84
6084   66
5698   59
3697   72
5022   77
1655   76
6318   79
5229   69
6875   64
4473   87
6351   78
5163   77
5933   90
2064   75
1521   67
1516   77
6481   69
3723   72
2518   86
6811  100
3007   73
1238   78
2424   79
4659   82
5537   80
6189  100
1504   77
6393   87
4049   94
3900   55
1656   95
4020   75
5815   78
5912   68
1282   84
4712   70
4439   72
2094   68
2978   68
5302   74
6730   69
5277   82
1224   78
2018  100
5226   73
6959   64
1410   96
1959   79
3246   91
1478   82
5637   80
5117   64
2544   87
6648   57
6276   70
5497   69
6706   78
2976   89
4623   92
3961   70
3221   52
4189   93
6331   74
5523   61
6260   87
3685   58
5131   79
5553   92
4201   83
2983   55
1256   87
2536   71
4306   82
6387   67
1186   79
5685   78
2802   74
2728   79
5273   75
5218   72
2173   80
1384   79
2313   95
6812   73
6099   79
6446   92
1109   62
6519   90
3905   86
4709   59
3488  100
1153   85
5822   82
2070   91
1362   77
6715   73
5309   86
3798   89
4802  100
2655   63
6670   73
6202   61
1832   98
5760   79
1415   55
1446   63
1006   80
5737   71
1839   62
3473   81
4919   76
5485   75
5158   74
5406   66
2994   59
1252   86
1967   69
1302   83
2954  100
2267   84
6525   61
1519   71
2641   76
2732   72
3783   87
2601  100
5774   82
1441   75
2505   98
2152   57
2880   71
1473  100
2525   66
3094   76
5555   93
2274  100
5001   66
1475   82
1028   72
2273   47
3988   58
5021   60
2861   97
5211   53
1649   91
1306   95
4922   82
6524   53
6682   74
3181  100
2822   93
4270   70
1681   84
4976   66
2291   58
5849   84
6075   78
1483   89
4698   82
1416   73
2987  100
6428   66
4382   72
1134   73
3949   71
6363   80
2625  100
5960   76
6512  100
5504   81
2871  100
4936   67
3108  100
6010   84
2685  100
2366   76
5368   87
5716   89
5930   76
5803   95
2207  100
2109   73
5518  100
2970   74
6284   76
1720   70
3341   89
2804   95
1039   77
6111   86
2701   77
1645   85
6661   73
1769   68
5538   63
2683   82
2537   66
5844   54
4907   77
3608   52
3523  100
4445   82
4691   79
6005   40
5650   43
4158   78
2490   68
1583   60
2751   49
3802   60
6432   70
6024   53
1565   64
3026   79
5638   88
2292   84
2647   99
6037   66
5620   99
5659   68
5288   97
4729  100
2183   84
4797   75
2951   61
2502   81
1208   86
4025   69
5118  100
2159   76
2418   73
4846   77
5166   95
2066   72
6443   76
1884   81
1713   86
6528   96
6574   87
5084   56
4605   70
3499   59
4538   65
4272   52
2959   93
1290   56
2124  100
1095   89
2451   63
6421   85
5947   61
5062   90
3053   91
6308   85
5079   66
4785   82
4817   77
6945   70
2507   84
1154   81
5198   81
6263   85
1251   70
3171   53
2520   74
2016   83
1739   81
3731   97
5297   93
3330   51
